InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
542322,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-09-02 16:44:00,1.51,13418.0,United Kingdom
538181,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-07-20 10:40:00,4.27,12718.0,United Kingdom
541664,71053,WHITE METAL LANTERN,1,2011-12-07 14:52:00,1.22,13300.0,United Kingdom
538577,71053,WHITE METAL LANTERN,20,2011-03-13 12:49:00,8.51,12780.0,United Kingdom
540713,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-06-03 18:32:00,4.73,13138.0,United Kingdom
538869,22632,HAND WARMER RED POLKA DOT,2,2011-07-19 16:56:00,1.1,12825.0,EIRE
540919,37410,TWO DOOR CURTAIN,5,2011-07-21 14:42:00,6.58,13163.0,United Kingdom
542746,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-06-20 18:45:00,3.39,13500.0,United Kingdom
541520,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-08-26 11:59:00,3.91,13271.0,United Kingdom
541278,22633,HAND WARMER UNION JACK,8,2011-07-26 16:47:00,1.94,13230.0,United Kingdom
536135,20725,LUNCH BAG RED RETROSPOT,10,2010-10-23 16:05:00,2.97,12373.0,United Kingdom
538480,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2011-04-06 17:36:00,12.13,12768.0,  United Kingdom  
537576,22803,PINK SPOTTY CUP,3,2011-10-16 17:56:00,0.72,12610.0,Belgium
538039,21871,SAVE THE PLANET MUG,5,2011-02-25 14:27:00,1.03,12688.0,Netherlands
539463,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-20 14:19:00,2.58,12932.0,United Kingdom
542750,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-09-30 18:54:00,10.22,13501.0,United Kingdom
541131,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-11-05 11:24:00,0.63,13199.0,United Kingdom
536155,37410,TWO DOOR CURTAIN,10,2011-08-10 15:56:00,11.16,12374.0,United Kingdom
537291,71053,WHITE METAL LANTERN,10,2011-03-10 12:40:00,3.84,12562.0,Germany
542001,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-04-27 14:52:00,2.72,13355.0,  United Kingdom  
536442,47566,PARTY BUNTING,5,2011-10-17 16:39:00,4.84,12421.0,United Kingdom
539818,22383,LUNCH BAG SUKI DESIGN,9,2011-06-08 17:00:00,5.34,12995.0,United Kingdom
540932,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-05-05 09:47:00,1.29,13165.0,Switzerland
C539700,84879,ASSORTED COLOUR BIRD ORNAMENT,-17,2011-01-05 13:16:00,5.28,12978.0,United Kingdom
542188,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-10-18 14:25:00,2.11,13393.0,United Kingdom
536528,37410,TWO DOOR CURTAIN,5,2011-03-19 14:59:00,5.59,12433.0,United Kingdom
542067,21730,,4,2011-10-17 16:58:00,2.62,13367.0,United Kingdom
C540420,21232,STRAWBERRY CERAMIC TRINKET BOX,-6,2011-08-02 11:15:00,1.95,13093.0,United Kingdom
537962,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-28 15:04:00,0.64,12671.0,United Kingdom
537956,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-09-12 13:34:00,3.48,12668.0,United Kingdom
542806,20727,LUNCH BAG BLACK SKULL,2,2011-10-27 12:24:00,0.45,13505.0,EIRE
538072,20727,LUNCH BAG BLACK SKULL,7,2011-11-30 11:41:00,2.59,12697.0,EIRE
541160,20725,LUNCH BAG RED RETROSPOT,5,2011-02-01 12:51:00,0.75,13207.0,United Kingdom
536668,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-10-03 18:38:00,3.87,12462.0,United Kingdom
538900,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-03-03 10:17:00,8.26,12830.0,United Kingdom
538906,22383,LUNCH BAG SUKI DESIGN,18,2011-05-20 13:02:00,4.38,12830.0,United Kingdom
541919,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-09-20 16:35:00,12.38,13343.0,United Kingdom
540871,37410,TWO DOOR CURTAIN,7,2011-11-20 17:41:00,32.02,13157.0,United Kingdom
541713,20725,LUNCH BAG RED RETROSPOT,4,2011-06-12 13:50:00,1.22,13311.0,United Kingdom
541457,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-07-22 16:07:00,2.46,13262.0,United Kingdom
536038,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-11-09 12:47:00,1.09,12356.0,United Kingdom
536883,22383,LUNCH BAG SUKI DESIGN,8,2011-04-11 09:30:00,1.29,12494.0,Switzerland
542771,22632,HAND WARMER RED POLKA DOT,17,2011-04-19 11:57:00,2.65,13502.0,United Kingdom
542322,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-09-02 16:44:00,1.18,13418.0,United Kingdom
541556,22383,LUNCH BAG SUKI DESIGN,10,2011-03-25 15:04:00,1.18,13277.0,United Kingdom
536312,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-03 14:47:00,3.25,12404.0,United Kingdom
538003,22423,REGENCY CAKESTAND 3 TIER,11,2011-03-06 13:30:00,9.0,12682.0,Switzerland
539781,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-08-06 09:08:00,20.94,12992.0,United Kingdom
541006,20727,LUNCH BAG BLACK SKULL,7,2011-08-19 17:30:00,1.79,13175.0,Switzerland
539882,21871,SAVE THE PLANET MUG,5,2011-10-23 18:31:00,3.3,13008.0,Switzerland
538138,22633,HAND WARMER UNION JACK,13,2011-10-24 15:36:00,2.38,12709.0,Belgium
536428,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2010-04-28 17:48:00,8.59,12420.0,United Kingdom
542635,47566,PARTY BUNTING,5,2011-08-27 16:18:00,5.57,13481.0,United Kingdom
536570,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-11-30 18:15:00,2.07,12441.0,United Kingdom
542115,22633,HAND WARMER UNION JACK,3,2011-10-15 12:59:00,1.04,13384.0,Switzerland
539662,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2011-05-13 18:15:00,5.51,12973.0,United Kingdom
540904,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-01-31 11:40:00,2.29,13159.0,  United Kingdom  
540037,37410,TWO DOOR CURTAIN,2,2010-11-20 10:29:00,7.64,13035.0,United Kingdom
538952,20727,LUNCH BAG BLACK SKULL,3,2011-04-04 18:37:00,1.21,12841.0,United Kingdom
538387,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-09-01 19:05:00,6.39,12758.0,United Kingdom
537007,22383,LUNCH BAG SUKI DESIGN,7,2011-08-26 19:24:00,1.07,12514.0,United Kingdom
538877,20727,LUNCH BAG BLACK SKULL,9,2011-07-20 19:50:00,1.4,12827.0,United Kingdom
539216,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-07-03 09:52:00,1.34,12887.0,United Kingdom
538381,22632,HAND WARMER RED POLKA DOT,3,2011-03-23 19:37:00,0.67,12757.0,United Kingdom
543003,22383,LUNCH BAG SUKI DESIGN,13,2011-10-22 12:40:00,1.16,13541.0,Australia
538181,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2011-07-20 10:40:00,3.56,12718.0,United Kingdom
536405,22383,LUNCH BAG SUKI DESIGN,2,2011-12-02 08:06:00,0.98,12418.0,United Kingdom
537845,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-10-17 19:21:00,0.55,12642.0,United Kingdom
538839,22633,HAND WARMER UNION JACK,11,2011-09-27 10:19:00,1.63,12819.0,Netherlands
539234,20725,LUNCH BAG RED RETROSPOT,8,2010-12-26 08:22:00,1.5,12891.0,United Kingdom
540467,71053,WHITE METAL LANTERN,3,2011-05-10 19:50:00,3.88,13102.0,United Kingdom
539459,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-10-01 15:28:00,11.35,12932.0,United Kingdom
536361,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-11-06 16:51:00,7.41,12414.0,  Spain  
537053,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-31 12:51:00,0.0,12521.0,United Kingdom
539948,22633,HAND WARMER UNION JACK,2,2011-10-03 14:40:00,0.82,13018.0,United Kingdom
537962,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-06-28 15:04:00,2.94,12671.0,United Kingdom
541213,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-08-17 18:51:00,7.72,13217.0,Switzerland
536514,22632,HAND WARMER RED POLKA DOT,15,2010-07-11 08:40:00,2.95,12430.0,United Kingdom
541084,22633,HAND WARMER UNION JACK,5,2011-04-21 13:52:00,2.08,13190.0,  Eire  
536475,47566,PARTY BUNTING,1,2010-10-17 10:27:00,2.63,12428.0,United Kingdom
538789,22752,SET 7 BABUSHKA NESTING BOXES,11,2011-08-03 12:21:00,12.53,12814.0,United Kingdom
537580,20725,LUNCH BAG RED RETROSPOT,5,2011-10-14 16:57:00,2.93,12611.0,Netherlands
536885,21871,SAVE THE PLANET MUG,21,2011-10-24 08:16:00,4.08,12495.0,Switzerland
536895,47566,PARTY BUNTING,16,2011-04-27 09:51:00,12.31,12495.0,Switzerland
540574,37410,TWO DOOR CURTAIN,14,2011-08-01 17:03:00,18.78,13112.0,United Kingdom
540788,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-08-13 15:45:00,1.01,13147.0,United Kingdom
536908,20727,LUNCH BAG BLACK SKULL,7,2010-09-27 17:41:00,4.33,12495.0,Switzerland
539377,47566,PARTY BUNTING,11,2010-03-11 13:09:00,7.2,12913.0,Australia
541268,21871,SAVE THE PLANET MUG,5,2011-11-23 10:15:00,2.47,13230.0,United Kingdom
542760,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,2011-05-21 14:13:00,2.8,13501.0,United Kingdom
538206,47566,PARTY BUNTING,9,2011-01-22 16:37:00,9.34,12721.0,  United Kingdom  
538552,22632,HAND WARMER RED POLKA DOT,14,2011-09-22 10:32:00,2.16,12774.0,United Kingdom
541984,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-10-11 11:28:00,3.67,13351.0,Belgium
541105,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-11-11 12:22:00,1.96,13196.0,  United Kingdom  
542466,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-10-27 19:33:00,8.43,13450.0,United Kingdom
540722,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2011-08-26 16:12:00,3.92,,United Kingdom
C542606,71053,WHITE METAL LANTERN,-3,2011-08-22 12:55:00,1.97,13473.0,United Kingdom
537850,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-06-25 10:57:00,0.89,12645.0,United Kingdom
537858,47566,PARTY BUNTING,6,2011-08-06 10:25:00,3.89,12647.0,United Kingdom
C541357,22383,LUNCH BAG SUKI DESIGN,-6,2011-10-02 16:26:00,1.81,13243.0,United Kingdom
540907,71053,WHITE METAL LANTERN,9,2011-08-17 16:32:00,5.24,13160.0,United Kingdom
542826,22633,,3,2010-10-14 16:43:00,0.69,13507.0,Portugal
536594,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-10-08 08:16:00,3.64,12444.0,Portugal
540281,22423,REGENCY CAKESTAND 3 TIER,19,2011-06-14 17:30:00,39.4,13077.0,United Kingdom
539030,37410,TWO DOOR CURTAIN,8,2011-02-10 11:18:00,35.19,12858.0,Netherlands
543002,20725,LUNCH BAG RED RETROSPOT,12,2011-11-04 11:07:00,2.51,13541.0,Australia
537305,22383,LUNCH BAG SUKI DESIGN,12,2010-12-22 17:31:00,2.78,12563.0,United Kingdom
539935,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-18 18:10:00,3.64,13016.0,United Kingdom
542713,22633,HAND WARMER UNION JACK,7,2010-12-22 11:53:00,1.66,13496.0,Germany
541853,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-07-30 13:05:00,4.75,13332.0,United Kingdom
539162,47566,PARTY BUNTING,7,2011-10-11 18:35:00,14.27,12880.0,United Kingdom
540663,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-08-17 19:05:00,8.01,13123.0,United Kingdom
537918,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-09-26 11:59:00,6.54,12657.0,United Kingdom
539363,22086,PAPER CHAIN KIT 50'S CHRISTMAS,21,2011-10-04 11:58:00,7.21,12913.0,  Australia  
538572,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-02-25 12:40:00,4.29,12780.0,United Kingdom
539719,21871,SAVE THE PLANET MUG,11,2010-06-19 12:36:00,3.64,12980.0,United Kingdom
538364,20725,LUNCH BAG RED RETROSPOT,9,2011-10-25 12:55:00,1.68,12754.0,United Kingdom
536332,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-11-22 13:09:00,3.08,12406.0,EIRE
540396,22423,REGENCY CAKESTAND 3 TIER,11,2010-10-19 17:28:00,33.05,13089.0,United Kingdom
541295,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-06-14 15:03:00,5.88,13233.0,  United Kingdom  
538058,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-05-12 14:49:00,3.88,12694.0,United Kingdom
538984,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-04-12 11:21:00,2.89,12850.0,United Kingdom
539904,21871,SAVE THE PLANET MUG,12,2011-02-14 17:36:00,3.22,13009.0,United Kingdom
541935,20725,LUNCH BAG RED RETROSPOT,7,2011-01-11 12:27:00,4.1,13343.0,United Kingdom
542214,22633,HAND WARMER UNION JACK,3,2011-08-09 09:24:00,1.82,13398.0,United Kingdom
539780,22803,PINK SPOTTY CUP,10,2011-10-07 10:22:00,3.61,12992.0,United Kingdom
541409,22383,LUNCH BAG SUKI DESIGN,8,2011-06-24 08:33:00,1.3,13249.0,United Kingdom
540046,47566,PARTY BUNTING,7,2011-11-09 11:58:00,3.88,13038.0,Germany
536728,22383,LUNCH BAG SUKI DESIGN,10,2011-09-14 14:58:00,1.61,12472.0,United Kingdom
541839,22383,LUNCH BAG SUKI DESIGN,5,2010-08-10 08:02:00,1.07,13329.0,United Kingdom
536906,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2010-04-18 14:38:00,3.6,12495.0,Switzerland
542224,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-07-01 12:42:00,2.39,13399.0,France
539416,47566,PARTY BUNTING,7,2011-11-08 11:01:00,5.48,12925.0,Netherlands
540453,71053,WHITE METAL LANTERN,5,2011-08-03 19:34:00,0.92,13100.0,France
537457,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-04-04 15:04:00,2.24,12588.0,United Kingdom
537074,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-23 12:38:00,3.67,12527.0,Australia
541032,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-06-26 10:47:00,1.16,13181.0,  United Kingdom  
537001,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-06-30 08:02:00,2.54,12511.0,Australia
538429,22383,LUNCH BAG SUKI DESIGN,5,2011-03-08 17:27:00,0.54,12763.0,Switzerland
540794,22633,HAND WARMER UNION JACK,4,2011-10-20 15:34:00,1.07,13148.0,United Kingdom
537426,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-04-13 17:23:00,6.36,12584.0,United Kingdom
536779,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-04-01 15:01:00,1.91,12479.0,Netherlands
537631,22752,SET 7 BABUSHKA NESTING BOXES,20,2011-06-26 14:29:00,22.28,12616.0,United Kingdom
538759,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-05-19 10:50:00,3.56,12807.0,Switzerland
539958,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-08-17 14:27:00,2.53,13021.0,United Kingdom
C541473,84406B,CREAM CUPID HEARTS COAT HANGER,-5,2011-09-26 13:18:00,2.14,13264.0,United Kingdom
537273,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-02-27 09:38:00,9.72,12558.0,Australia
539255,71053,WHITE METAL LANTERN,5,2010-12-02 11:15:00,1.59,12894.0,Netherlands
C536431,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-20,2011-02-11 08:39:00,7.45,12420.0,United Kingdom
538731,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-07 14:42:00,2.98,,EIRE
537485,22383,LUNCH BAG SUKI DESIGN,7,2011-06-08 09:04:00,1.55,12594.0,United Kingdom
542112,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-10-09 14:58:00,2.42,13383.0,United Kingdom
542008,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2010-10-25 13:29:00,0.77,13356.0,Netherlands
540388,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,2010-12-06 17:43:00,7.87,13089.0,United Kingdom
542071,20725,LUNCH BAG RED RETROSPOT,4,2011-04-21 18:07:00,0.86,13369.0,United Kingdom
541094,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-08-15 10:08:00,1.22,13193.0,United Kingdom
542580,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-24 15:17:00,23.95,,United Kingdom
538784,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-07-17 10:00:00,2.2,12814.0,United Kingdom
541498,37410,TWO DOOR CURTAIN,2,2011-10-22 13:25:00,11.69,13268.0,  Spain  
537543,22423,REGENCY CAKESTAND 3 TIER,11,2011-11-23 09:56:00,17.13,12606.0,Australia
538669,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2010-08-22 11:12:00,10.57,12794.0,Australia
536070,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-05-25 11:02:00,4.7,12363.0,Australia
537187,20725,LUNCH BAG RED RETROSPOT,1,2011-09-19 18:22:00,0.81,12547.0,United Kingdom
539332,21871,SAVE THE PLANET MUG,3,2011-08-07 08:51:00,0.84,12904.0,  United Kingdom  
536826,22633,HAND WARMER UNION JACK,8,2011-10-19 19:47:00,2.41,12485.0,United Kingdom
541075,21871,SAVE THE PLANET MUG,4,2011-03-06 11:12:00,0.93,13189.0,United Kingdom
539682,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-11-03 11:21:00,5.39,12978.0,United Kingdom
536663,71053,WHITE METAL LANTERN,12,2011-01-20 16:44:00,4.44,12460.0,United Kingdom
536526,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-05-10 15:38:00,1.12,12432.0,United Kingdom
536770,21871,SAVE THE PLANET MUG,13,2010-11-15 13:41:00,1.89,12476.0,United Kingdom
538495,22633,HAND WARMER UNION JACK,8,2010-06-10 11:43:00,5.22,12768.0,  United Kingdom  
536679,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-25 08:01:00,1.8,12467.0,United Kingdom
537908,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-08-26 09:37:00,1.86,12656.0,United Kingdom
539454,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-08-11 17:08:00,6.5,12932.0,United Kingdom
542683,20727,LUNCH BAG BLACK SKULL,5,2011-07-21 08:05:00,1.59,13490.0,United Kingdom
542586,22633,HAND WARMER UNION JACK,12,2011-10-20 17:30:00,1.56,13469.0,United Kingdom
536865,22632,HAND WARMER RED POLKA DOT,3,2011-06-14 13:55:00,1.36,12491.0,Portugal
C539681,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-22,2011-05-28 19:03:00,7.68,12978.0,United Kingdom
541031,22633,HAND WARMER UNION JACK,8,2011-08-05 15:17:00,1.18,13181.0,United Kingdom
537123,22632,HAND WARMER RED POLKA DOT,9,2011-07-11 15:25:00,1.44,12537.0,United Kingdom
536296,22632,HAND WARMER RED POLKA DOT,6,2011-01-12 09:40:00,0.91,,United Kingdom
539391,22632,HAND WARMER RED POLKA DOT,5,2011-08-08 16:54:00,1.04,12916.0,United Kingdom
536057,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-10-12 13:12:00,1.46,12361.0,United Kingdom
542510,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-10-28 10:00:00,1.56,13456.0,Netherlands
540569,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-08-29 15:10:00,3.05,13112.0,United Kingdom
536623,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2011-11-06 18:00:00,2.65,12453.0,  United Kingdom  
541383,22803,PINK SPOTTY CUP,6,2011-01-06 17:09:00,0.82,13246.0,United Kingdom
541862,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2011-07-14 11:05:00,8.79,13333.0,Netherlands
542839,22632,HAND WARMER RED POLKA DOT,7,2011-06-06 08:40:00,3.47,13509.0,Switzerland
540897,22632,HAND WARMER RED POLKA DOT,2,2011-12-01 10:15:00,0.47,13158.0,United Kingdom
539344,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-07-25 10:43:00,5.35,12906.0,Australia
541539,71053,WHITE METAL LANTERN,5,2010-11-24 10:00:00,2.54,13272.0,United Kingdom
536490,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-07-16 16:53:00,5.27,12430.0,United Kingdom
540372,47566,PARTY BUNTING,7,2011-09-06 17:08:00,5.65,13087.0,United Kingdom
541321,37410,TWO DOOR CURTAIN,2,2011-11-13 11:46:00,2.77,13237.0,Belgium
542259,22383,LUNCH BAG SUKI DESIGN,3,2011-11-26 19:26:00,0.44,13406.0,Netherlands
537328,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-12-06 08:36:00,0.92,12569.0,United Kingdom
536648,22423,,6,2011-04-01 13:02:00,11.27,12457.0,United Kingdom
538481,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-06 11:37:00,5.58,12768.0,United Kingdom
538794,22383,LUNCH BAG SUKI DESIGN,7,2011-08-11 12:07:00,2.91,12814.0,United Kingdom
542445,22383,LUNCH BAG SUKI DESIGN,6,2010-09-08 15:48:00,1.93,13446.0,United Kingdom
537225,22803,PINK SPOTTY CUP,5,2011-09-02 19:28:00,1.27,12551.0,United Kingdom
538678,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-12-27 19:44:00,0.85,12795.0,United Kingdom
540949,22803,PINK SPOTTY CUP,2,2011-05-05 18:13:00,1.07,13167.0,United Kingdom
C540809,84029E,RED WOOLLY HOTTIE WHITE HEART,-5,2011-03-09 16:51:00,6.22,13151.0,Portugal
539789,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-07-25 09:05:00,7.33,12992.0,  United Kingdom  
540489,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2010-05-12 08:17:00,4.82,13104.0,France
538997,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-03-13 08:39:00,2.79,12854.0,United Kingdom
541222,22632,HAND WARMER RED POLKA DOT,13,2010-05-25 13:00:00,5.03,13217.0,Switzerland
539345,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,2011-09-08 16:55:00,4.55,12906.0,Australia
C540149,22633,HAND WARMER UNION JACK,-2,2011-10-15 15:15:00,0.79,13062.0,United Kingdom
540503,22633,HAND WARMER UNION JACK,10,2011-03-16 19:45:00,2.95,,Spain
541508,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-11-10 14:02:00,4.92,13270.0,United Kingdom
538931,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-10 18:49:00,2.41,12833.0,United Kingdom
541220,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2010-08-23 19:00:00,5.01,13217.0,Switzerland
538704,37410,TWO DOOR CURTAIN,8,2011-12-08 15:54:00,8.72,12799.0,United Kingdom
537833,47566,PARTY BUNTING,10,2011-04-19 09:11:00,5.04,12639.0,United Kingdom
541905,20725,LUNCH BAG RED RETROSPOT,2,2011-10-09 16:36:00,0.72,13340.0,  United Kingdom  
538317,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-04-05 16:13:00,1.57,12743.0,Spain
537338,20725,LUNCH BAG RED RETROSPOT,9,2011-11-21 17:53:00,4.37,12572.0,United Kingdom
538440,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-01-18 10:22:00,2.98,12764.0,United Kingdom
539007,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-03-01 17:46:00,5.72,12855.0,United Kingdom
538400,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-08-15 14:00:00,5.58,12760.0,  United Kingdom  
536707,22086,PAPER CHAIN KIT 50'S CHRISTMAS,14,2010-11-20 18:27:00,8.64,12470.0,France
540786,20727,LUNCH BAG BLACK SKULL,1,2011-09-22 11:23:00,1.15,13146.0,Australia
541128,20725,LUNCH BAG RED RETROSPOT,14,2010-12-10 09:33:00,2.04,13197.0,  United Kingdom  
538397,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2011-12-01 14:33:00,3.97,12760.0,United Kingdom
536876,20725,LUNCH BAG RED RETROSPOT,7,2011-05-15 14:47:00,1.45,12493.0,United Kingdom
541199,20727,LUNCH BAG BLACK SKULL,5,2010-07-17 11:44:00,1.08,13216.0,United Kingdom
538064,22423,REGENCY CAKESTAND 3 TIER,13,2011-08-13 11:21:00,21.13,12695.0,United Kingdom
538585,22423,REGENCY CAKESTAND 3 TIER,9,2011-08-09 08:16:00,7.93,12781.0,United Kingdom
537514,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2010-10-31 10:07:00,1.34,12601.0,Netherlands
541806,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-08-16 18:12:00,0.95,13323.0,United Kingdom
538229,22803,PINK SPOTTY CUP,5,2011-07-16 08:02:00,1.75,12726.0,United Kingdom
537429,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2011-01-16 11:28:00,5.92,12584.0,United Kingdom
542901,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-09-03 16:48:00,4.81,13523.0,United Kingdom
542525,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-03-19 18:05:00,7.33,13458.0,United Kingdom
C540990,22423,REGENCY CAKESTAND 3 TIER,-5,2011-03-27 15:46:00,9.18,13172.0,United Kingdom
537883,21871,SAVE THE PLANET MUG,5,2011-10-21 15:04:00,1.98,12654.0,United Kingdom
542538,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-06 19:45:00,1.82,13461.0,United Kingdom
538256,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-07-26 15:50:00,6.13,12734.0,United Kingdom
538337,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-08-18 16:18:00,2.64,12746.0,Spain
537420,20727,LUNCH BAG BLACK SKULL,6,2011-04-25 10:13:00,3.1,12584.0,United Kingdom
542933,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2011-09-14 14:44:00,2.61,13528.0,Switzerland
536291,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-11-17 16:04:00,1.99,12401.0,United Kingdom
536343,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-03-21 08:07:00,0.93,12409.0,EIRE
541348,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-11-29 08:42:00,0.95,13241.0,United Kingdom
539474,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-16 10:25:00,3.64,12934.0,United Kingdom
542718,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-10-30 14:17:00,3.96,13498.0,United Kingdom
536827,21871,SAVE THE PLANET MUG,14,2011-10-04 14:29:00,2.95,12485.0,United Kingdom
